,WT2D,WT2D.1,WT2D.2,WT2D.3,WT2D.4,WT2D.5,WT2D.6,WT2D.7,WT2D.8,WT2D.9,WT2D.10,WT2D.11,WT2D.12,WT2D.13,WT2D.14,WT2D.15,WT2D.16,WT2D.17,WT2D.18,WT2D.19,WT2D.20,WT2D.21,WT2D.22,WT2D.23,WT2D.24,WT2D.25,WT2D.26,WT2D.27,WT2D.28,WT2D.29,WT2D.30,WT2D.31,WT2D.32,WT2D.33,WT2D.34,WT2D.35,WT2D.36,WT2D.37,WT2D.38,WT2D.39,WT2D.40,WT2D.41,WT2D.42,WT2D.43,WT2D.44,WT2D.45,WT2D.46,WT2D.47,WT2D.48,WT2D.49,WT2D.50,WT2D.51,WT2D.52,WT2D.53,WT2D.54,WT2D.55,WT2D.56,WT2D.57,WT2D.58,WT2D.59,WT2D.60,WT2D.61,WT2D.62,WT2D.63,WT2D.64,WT2D.65,WT2D.66,WT2D.67,WT2D.68,WT2D.69,WT2D.70,WT2D.71,WT2D.72,WT2D.73,WT2D.74,WT2D.75,WT2D.76,WT2D.77,WT2D.78,WT2D.79,WT2D.80,WT2D.81,WT2D.82,WT2D.83,WT2D.84,WT2D.85,WT2D.86,WT2D.87,WT2D.88,WT2D.89,WT2D.90,WT2D.91,WT2D.92,WT2D.93,WT2D.94,WT2D.95
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,0,0,0.0001251,0.001250801,0.0008622,0,0,0.0015712,0.0002425,0.0004051,0,0,0.0024232,0,0,0.0005638,0,0.001616899,0,0,0.000358,0,0,0,0,0,0.000596,0,0,0,0,0,0,6.60E-06,0.0023199,0,0.0006474,0,0.0003148,0,0,0,0,0,0,0,0,0,0,0,0,0.0014199,0,0.000222,0,0,0,0.0011026,0,0,0,0,8.62E-05,0.0007327,0,0.002197899,0,4.38E-05,0,0,0,0,0.0002117,1.40E-05,0,0,0,0,0,0,0,0,0,7.87E-05,0,0,0,0,0,0,0,0,0,8.60E-06,3.13E-05,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_unclassified,0,0,0.0002455,0,0,0,0,0.0019815,0.0001615,0.000554,0,0,0.0028146,5.54E-05,1.90E-05,0.0005592,0,0.0003856,0,0,0,0,0,0,0,0,0.000569,0,0,0,0,0,0,1.63E-05,0.0042732,0,0.0008274,0,0.0005596,0,0,0,0,0,0,0,0,0,0,0,0,0.0019078,0,6.12E-05,0,0,0,0.0007094,0,0,0,0,1.04E-05,0.0003352,0,0.002581399,0,0,0,0,0,0,0.0001288,7.49E-05,0,0,0,0,0,0,0,0,0,0.000123,0,0,0,0,0,0,5.96E-05,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified,0,0,0,0,0,0.0001954,0,0,0,0,0,0.0006693,0,0,0,0,0,0,0,0,0.0020859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44E-05,5.06E-05,0,0,0,2.35E-05,0,0,0,0.0011317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010536,0,0,0,0,0,0,0.0001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified,0,0,0,0,0,0.0013414,0,0,0,0,0,0.0036479,0,0,0,0,0,0,0,0,0.0203248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006848,0,0,0,0,0,0,0,0,0.0068184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,0,0,0,0,0.013409199,0,0,0.003576799,0,0,0,0,0,0,0,0,0,0,0,0.0012719,0,0,0,0,0.0014908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082176,5.23E-05,0,0,0.011134798,0,0,0,0,0,0.045848414,0,0,0,0,0,0,0,0.012695101,0.017958895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0.055101894,0.033789997,0.082167375,0,0.0013616,0.031624303,0.070454807,0,0,0.030794097,0.04405356,0.042669996,0.087072009,0,0.051368869,0.029426918,0.039195196,0.015609394,0,3.69E-05,0.0772809,0.040935,0.0013943,0.05062281,0,0.057875012,0.0094954,0.082678792,0.040878208,0,0.053184105,0.003590201,0.04922741,0.064567768,0.049282005,0,0.0013415,0,0,0.112924211,0.127147587,0,0.019624608,0,0,3.75E-05,0.046724214,0,0.03280661,0,0.0116573,0,0,0,0.042231292,0.0001897,0.0560119,0.041535408,0,0.054192605,0.067299487,0,0,0.0490353,0.076280685,0.0008526,0.079422084,0,0.048110681,0,0,0.000109,0.058767588,0,0,0.0811744,0.021274398,0.042354462,0,0.083383358,0,0,0.028945903,0,0.014965493,0,0.036491193,0.024684902,0.029475418,0.022141204,0,0,0,0,0,0.000357
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus,0,0,0,0.0005135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010929504,0,0,0.010224898,0,0,0,0,0,0,0,0,0,0.013072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017836604,0,0,0,0,0,0,0,0,0,0,0.021459296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002241499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005592697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036293293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003114099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002007499,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37E-05,0,0,0,0,0,0,0,0,0,0,0.004492598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025838595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002177699,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010887901,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147055,0,0,0,0,0,0,0,0,0,0,0,0.031077203,0,0,0,0,0,0,0,0.0006124,0,0,0.012372404,0.001935601,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003154,0,0,0,0,0,0,0,0,0,0,0,0.0690994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified,0.0002122,0.0003048,0,0.0002276,0,0,0,0,0,0.0001007,0,0.0004772,0.0007014,7.41E-05,0.0005656,8.62E-05,0,0.0006677,0.0003901,0.0001565,0,0,0,0,0,0,0,0.0003053,0,0,0.0005262,0,0,0,0,0,0.0002021,0,0.0004086,0.000118,0,0,0.0001582,0.0003685,0,0.0008146,6.80E-05,0,0,0.0001117,0.0001945,0,0,0.0001127,0.0009725,0,0,0.0002192,0.0063373,6.39E-05,0.0001307,0,0.0001813,7.70E-05,9.21E-05,0.0001056,0.0003504,0.0002237,0.0001665,0.0004305,0,0,7.87E-05,0.0008288,0,0.0001713,0.0003802,0.0003002,0.0005551,0,0,0.000614,0.0003867,0.0002743,0,8.18E-05,0,0,0,0,0,0,0,0,0.0001224,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,0,0.0001112,0,0,0,0,0,0.000254,0,0.000139,0,9.90E-05,0,0,0,0.0002537,0.0001539,0.0005954,0,0,0,0,1.81E-05,0,0,0,0,0,0,1.31E-05,0,0,0,0.001862199,0,0,0.0002087,2.92E-05,0,0,0,0,0.0003829,0,1.37E-05,0,1.48E-05,0,0,0,0,0,0,0.0010355,0,0,0.0001076,0,0,0,0,0,6.59E-05,0.0007718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.0003212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,0,2.88E-05,0,0,0,0,0,0.0006331,0,0.00018,0,1.91E-05,0,0,0,2.18E-05,0,0,0,0,0,0,7.61E-05,0,0,0,0,0.0002155,0,0,0,0,0,0.0002423,0,0.000342,0.0003474,0,0,0,0,0,0.0001892,0,0,0,0,0,0,0,0,0,0,0.0001284,0,0,2.50E-05,0,0,1.80E-05,0,0,0.0001398,0.0001691,0,9.28E-05,0,0,0,0,0,0,2.78E-05,0,0,0,0,0,1.67E-05,0.001210999,0,0,0,0,0,0,1.99E-05,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,0.000327,0.0016255,0,0.0002322,0,0,0.0001457,0.0012836,1.27E-05,0.0014422,0,0.0007658,0.0001409,0,2.03E-05,0.0008204,0.000145,0.0008757,4.89E-05,0.000159,0.0002929,5.26E-05,0.0002675,0,0,0,0.0005499,0.000301,0,0,0,0,9.19E-05,0.001992699,1.02E-05,6.72E-05,0.0021566,0,0.0003855,0,0.0005529,0,0.005546102,0,0,0,0.000222,0,6.93E-05,0,0,8.70E-05,0,0.0016381,0,0,0.0010156,0.0003851,7.31E-05,0.0012928,0,0,0.00077,0.0017765,0,0.0008101,0,2.56E-05,0,0,8.24E-05,0,0.0001821,0,0,0,4.19E-05,9.19E-05,1.55E-05,0.003776298,0,0,0.0006597,0.0003457,0,0.0015669,0,0,0,0,0.0002508,0,8.06E-05,0,0,0.003357501
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified,0.0002467,0.0004694,4.84E-05,4.23E-05,0,0.0003719,8.03E-05,0.003413499,3.76E-05,0.0013331,0,0.0001745,3.42E-05,0,0.000162,0.001589501,0.0002034,6.00E-07,0,0,0.0003296,0.0001009,0.000444,0,0,0,9.77E-05,0.0005895,0,8.43E-05,2.04E-05,0,0.0002919,0.0008303,0.0002886,0.0008414,0.003698,0.0001949,0.0001596,0,0.0001132,1.61E-05,0.002101601,0,0.0001782,0,0.0001751,0,1.91E-05,0,0,0.0002748,0,0.0011307,0,4.64E-05,0.0002848,0.0002012,0.0001541,0.0003363,0,7.85E-05,0.0004869,0.0042226,8.73E-05,0.0004368,5.70E-06,7.54E-05,0,0,0.000123,5.53E-05,9.14E-05,0,2.91E-05,0,7.90E-06,0.0002422,0.0003707,0.007205896,0,9.57E-05,9.90E-06,0.002546499,3.21E-05,0.0005729,0.007153799,0,0,0.0003748,0.0005069,1.35E-05,0.0003741,0.0001074,0,8.20E-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001658,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001302,0.0001332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001971,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47,0.0026487,0.0037341,0,0,0,0.0018437,0,0,0,0,0,5.75E-05,0.0006945,0,3.09E-05,0,0,0,3.59E-05,0,0,0.0007988,0,0,0,1.62E-05,0,0,0.0005012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001946,0,0,0.0019433,0,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,0.001743699,0,0,0.0007324,4.18E-05,0,0,0,0.0004667,0.0003608,0,0.0002242,0.0002181,0,0,0.0004967,0,0,0,0,0,0,0,0,2.82E-05,0.0002607,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,0.0004915,0,0.0005432,0,0,0,0.0006777,0,0,0,0,0.0001939,0.0008106,8.25E-05,0,0,2.88E-05,0.0006538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001532,0.0006519,0,0.0005256,0,0,0,0,0,1.43E-05,0,0,0.000589,0,0,0,0.0012987,0.0001153,0.0006707,0,1.42E-05,0,0,0,0,0,0,0,0.0001497,0,0,0,0,0,2.57E-05,0,0.0001402,0,0,0,0,0,0.00029,0.0001898,0,0.0004007,0,7.62E-05,0.0009968,0.0004088,0,3.01E-05,0,0,0,0.0001289,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,0.0026985,0.0024803,0,6.69E-05,0,0.0027863,0,0,0,0,0,0.0001565,0.0030318,9.46E-05,3.24E-05,0,2.06E-05,0,1.49E-05,0,0,0.0006501,0,0,0,0.0001763,0,0,0.0001517,0,0,0,0,0,0,0.0003494,0,0,0,0,0,0,0,0,0,0,0,0.0001446,0.0005611,0,0,0.0056808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004663,0,0,0.0003504,4.00E-06,0,0,0,0.0004162,0.0002581,0,0.0003072,0.0001255,1.51E-05,0,0.001220999,0,0,0,0,0,0,0,0,6.44E-05,0.0005179,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,0,0,0.000285,0.000943301,0,0,0.0012805,0,0.0007571,0.0011378,0.002715098,0.0027534,0,0.004105,0,0,0.0003753,0,0.001678601,0,0,0,0.0003778,0,0,0.0015595,0,0.0001803,0,0,0.002343,0,0.0022057,0,0,0,0,0,0,0,0.0042674,0.0004722,0.0001272,0,0.0003361,0.0024679,0,0,0,0.0027972,4.84E-05,0,0.0001032,6.27E-05,0.0001396,0,0.0030095,0,0,0.005699201,0.0008318,0.0025232,0.001913999,0,0,0.001825299,7.66E-05,0,0.0001633,0,0,0,0,0,5.10E-06,0,0,0,0.012332798,0.0002661,0,0.0040193,0.0005167,4.34E-05,0.001528999,0,0,0.0041179,0.0002521,0,0,0,0.0035178,0.0002789,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified,0,0,0,0,0,0,0,6.59E-05,0,0,0,0,0,0,0,0,0,0.0001363,0,0,0,0,0.0002627,0,0,0,0.0006774,0,0.0001018,0,0,0,0,0,0,0,0.0011612,0,0,0,0,0,0,0,0,0,0,8.88E-05,0,0,0.0001128,0,0.0006803,0,0,0,0,0,0,0,0.001134,0,0.0002311,0.0001556,0.0002414,0,0,6.89E-05,0,0,0,0,0,9.05E-05,0.0001422,3.78E-05,0.0002406,0,0,0,0,0,0.0020685,0,0,0,0,0,3.05E-05,0.009913802,0.0009093,0.000226,0,0,0,0.0002639
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified,0.0024176,0.0004727,0.003180099,0.004627803,0.0008852,0.0035361,0.0020375,0.0010123,0.0001987,0.0032328,0.004378296,0.0006094,0.006024401,0.0032185,0,0,0.012129699,0.0001911,0.0002384,0.0001012,0,0,0,0.0011275,0,0,0,0.0013114,0.0002796,0.0005722,0.0017928,0.000158,0.0014191,0.0002187,0.0017962,0.004159301,0.0002282,2.91E-05,0.001306801,0.0044465,0.0017005,0.0011859,0.003161401,0.0018621,0.005880502,0.005807999,0,0.004931399,0.0010724,0.013863,0.00432,0.0039828,0.004115799,0,0.003174899,0.002238699,0.0048584,0.000437,0.000312,0.0048948,0.005109299,0.0001327,0.0003101,0,0.0018943,0.004414698,0,0.0010166,0.002427999,0.004550199,0.00297,0,0,0.0001369,0.0015447,0.0041684,0.002669,0.003779597,0.0007553,0.001975899,0.0001132,0.005704899,0.0013654,0,0.003978898,0,0.003677799,0.0029633,0.001948301,0.0014638,0.0023214,0.0010156,0.000164,0.003361201,0,0.0008537
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0.0004001,5.29E-05,0.0011217,1.49E-05,0,0.001004,0.0001029,4.69E-05,0,0.0005846,0.0005553,0.0001424,0.0006254,0.0001819,0,0,0.0025187,7.59E-05,0,0,0,0,0,0.0003249,0,0,0,9.17E-05,2.69E-05,0,6.70E-05,0,0.001444,0,0,1.05E-05,0,0,3.98E-05,0.0019461,0,0.0003072,0.0001769,0.0002557,0.0003318,0.0001581,0,0.0001373,0.0005502,0.0018466,0.0005109,0.0003343,7.90E-06,0,0,0.0003274,0.000497,4.19E-05,1.47E-05,0.0007323,0.0003707,3.10E-06,1.16E-05,0,0.0001508,0.000928,0,0.000138,0.0002164,0.0006918,0.0003423,0,0,0,0.0004677,0.0012616,0.0001611,0.0002922,0,0.000143,0,0.0005104,0.0001388,0,0.000745,0,0.0002962,0.0003068,0.0003617,0,7.98E-05,0,0,0.0002147,0,8.46E-05
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans,2.92E-05,0,0,0,0.0017148,4.58E-05,0,0.0003836,5.85E-05,0.0001043,9.23E-05,0.0010569,6.04E-05,0.0001392,0.0003721,0,0.000193,0.0001845,0.000185,0.0020232,0,0,0.0002348,0,0,0,0,0,0.0002143,0,0,0,0,0,2.90E-05,0.0007849,0.0001019,0,7.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0013203,0.0002107,8.68E-05,0.0011798,0,0,0,0.0001171,1.70E-05,0.0001034,0,0,0,0.0015004,0.0006353,0,2.94E-05,8.64E-05,0.0010767,2.08E-05,0,0,0,0,0,0.0011142,3.99E-05,0,0,0,0.0013671,0.0001988,0,0,0,0,0,0.0004769,0.0001183,7.82E-05,0.0003556,0,4.82E-05,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,0,0.0013474,0.002761699,0.001935601,0,0,0,0,0.002881501,0,0,0,0,0,0,0,0,0.0010606,0,0,0,0,0.0006369,0,0,0,0,0,0,0.0036974,0,0,0,0,0,0,0.0003502,0,0.0005971,0,0,0,0.001699201,0,0.005886502,0.005545699,0,0,0,0,0.0013111,0,0,0.0003557,0.0012254,0.0011383,0.0025523,0,0.0004169,0,0,0.0042753,0,0,0,0,0.0015397,0,0,0,0,0,0,0.005683899,0.0008297,0,0,0,0.005365999,0,0,0,0,0,0,0,0,0.0045252,0.000833801,0.0005272,0.0007489,0.00074,0,0,0.001586901,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010644,0,0.007554499,0,0,0.041086904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024866,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016374,0,0.0005249,0,0,0.032775803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015715,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae,0,0,0,0,0,0.0001965,0,0,0,0,0,0,0,0,0,0.001462501,0,0.0008422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
